Date, Water Temperature, Salinity, Pressure, Density, Wave Period, Wave Mean Height, Wave Significant Height, Wind Speed, Wind Gusts, Wind Provenance, Air Temperature, Humidity
2024-06-19T20:00,10.91,24.16,101.35,18.37,4,0.9,1.8,35,44,239,17.6,81
2024-06-19T20:30,10.89,24.14,101.29,18.35,4.1,1,2,39,48,224,18.5,78
2024-06-19T21:00,10.85,24.16,101.259995,18.37,4,1,1.8,40,52,219,19.6,74
2024-06-19T21:30,10.89,24.21,101.2,18.41,4.1,1,1.6,38,52,225,18.9,75
2024-06-19T22:00,11.15,24.26,101.22,18.41,3.9,0.9,1.4,38,51,226,18.7,73
2024-06-19T22:30,11.13,24.26,101.229996,18.41,4,0.9,1.7,38,48,227,18.5,74
2024-06-19T23:00,11.16,24.25,101.25,18.4,4.2,1,1.5,35,44,222,18.3,74
2024-06-19T23:30,10.84,24.15,101.240005,18.37,4.1,0.9,1.4,37,50,220,18.2,75
2024-06-20T00:00,10.86,24.11,101.240005,18.34,4,0.9,1.4,37,49,219,18.2,75
2024-06-20T00:30,10.82,24.08,101.229996,18.32,4.3,1,1.6,32,41,226,17.4,76
2024-06-20T01:00,10.92,24.12,101.240005,18.33,4.2,1,1.9,34,43,233,17,78
2024-06-20T01:30,10.91,24.12,101.270004,18.33,3.8,0.9,1.4,28,35,231,16.4,79
2024-06-20T02:00,10.94,24.1,101.270004,18.31,4,0.8,1.3,32,40,237,16.8,78
2024-06-20T02:30,10.91,24.08,101.43,18.3,3.9,0.9,1.5,20,27,291,20.6,73
2024-06-20T03:00,10.9,24.07,101.4,18.29,3.9,0.7,1.1,6,12,250,22,69
2024-06-20T03:30,10.91,24.09,101.479996,18.31,3.7,0.6,1,12,19,284,18.3,74
2024-06-20T04:00,10.94,24.08,101.479996,18.3,3.7,0.6,1.2,11,15,269,20.2,75
2024-06-20T04:30,10.85,24.01,101.39,18.26,3.8,0.6,1.2,11,15,194,18.1,69
2024-06-20T05:00,10.69,23.92,101.409996,18.21,3.6,0.6,1,10,16,229,14.2,81
2024-06-20T05:30,10.84,23.81,101.39,18.11,3.5,0.5,0.7,17,22,192,13.8,82
2024-06-20T06:00,11.03,23.79,101.39,18.06,3.4,0.4,0.6,18,22,233,14.2,85
2024-06-20T06:30,11.02,23.72,101.35,18,3.5,0.4,0.7,22,28,223,14.6,84
2024-06-20T07:00,10.75,23.7,101.3,18.03,3.5,0.3,0.5,21,28,220,14,83
2024-06-20T07:30,10.72,23.69,101.3,18.03,3.4,0.3,0.6,11,15,243,12.9,87
2024-06-20T08:00,10.74,23.69,101.35,18.03,3.3,0.3,0.5,16,20,214,12.5,88
2024-06-20T08:30,10.65,23.71,101.37,18.06,3.3,0.3,0.5,22,30,240,12.7,87
2024-06-20T09:00,10.59,23.75,101.39,18.1,3.5,0.3,0.6,24,33,233,14.6,85
2024-06-20T09:30,10.62,23.78,101.409996,18.11,3.4,0.3,0.5,22,29,226,14.8,84
2024-06-20T10:00,10.71,23.8,101.46,18.12,3.5,0.5,0.7,23,29,218,15.2,85
2024-06-20T10:30,10.83,23.83,101.509995,18.12,3.5,0.5,0.8,23,32,221,15,84
2024-06-20T11:00,11.1,23.86,101.55,18.1,3.5,0.5,0.8,25,34,235,15,86
2024-06-20T11:30,11.11,23.83,101.56,18.07,3.6,0.5,0.8,25,32,220,15.1,86
2024-06-20T12:00,11.05,23.82,101.590004,18.08,3.5,0.5,0.9,20,28,215,14.9,85
2024-06-20T12:30,11.06,23.82,101.63,18.08,3.6,0.5,0.8,23,32,220,14.8,86
2024-06-20T13:00,11.06,23.82,101.63,18.08,3.4,0.5,0.7,27,38,227,15.3,85
2024-06-20T13:30,11.11,23.83,101.64,18.08,3.6,0.5,0.8,26,35,233,15.4,86
2024-06-20T14:00,11.45,23.05,101.65,17.42,3.4,0.6,0.8,26,33,239,15,86
2024-06-20T14:30,11.48,23.08,101.659996,17.44,3.4,0.5,0.8,21,29,231,14.3,86
2024-06-20T15:00,11.59,23.09,101.7,17.43,3.2,0.4,0.8,23,30,250,14.4,82
2024-06-20T15:30,11.63,23.12,101.71,17.44,3.4,0.4,0.7,25,30,273,15.8,72
2024-06-20T16:00,11.72,23.12,101.79,17.43,3.3,0.4,0.5,22,27,283,16.9,71
2024-06-20T16:30,11.75,23.22,101.81,17.5,3.3,0.3,0.6,21,27,294,15.5,73
2024-06-20T17:00,11.76,23.22,101.840004,17.5,3.2,0.3,0.5,19,24,295,15.4,73
2024-06-20T17:30,11.75,23.31,101.87,17.57,3.2,0.4,0.6,15,20,292,15.8,71
2024-06-20T18:00,12.05,23.12,101.89,17.37,3,0.4,0.5,16,21,285,16.6,68
2024-06-20T18:30,12.19,22.79,101.92,17.1,3.2,0.4,0.7,16,21,265,16.6,68
2024-06-20T19:00,12.13,0.93,101.93,17.22,3.2,0.4,0.5,10,14,285,15.1,73
2024-06-20T19:30,12.24,23,101.92,17.25,3.2,0.4,0.6,7,12,272,16.5,69
2024-06-20T20:00,12.41,23.1,101.93,17.3,3.1,0.3,0.6,14,19,268,16.2,70
2024-06-20T20:30,12.42,23.08,101.93,17.28,3,0.3,0.5,12,15,292,16.5,69
2024-06-20T21:00,12.72,23.1,101.93,17.25,3,0.3,0.5,12,15,225,16.2,69
2024-06-20T21:30,12.99,23.1,101.9,17.19,3,0.2,0.4,8,12,223,15.8,73
2024-06-20T22:00,12.93,23.36,101.88,17.4,3,0.2,0.4,14,19,239,15.4,76
2024-06-20T22:30,12.75,23.59,101.9,17.62,3,0.2,0.4,13,16,226,14.6,79
2024-06-20T23:00,12.36,23.66,101.93,17.74,3,0.2,0.2,12,16,240,15.2,74
2024-06-20T23:30,12.44,23.65,101.95,17.72,2.9,0.2,0.3,17,23,296,16.8,61
2024-06-21T00:00,12.47,23.65,101.990005,17.71,2.7,0.2,0.4,14,19,288,17.3,59
2024-06-21T00:30,12.44,23.65,102.020004,17.72,2.8,0.3,0.4,18,25,318,17.6,57
2024-06-21T01:00,12.92,23.61,102.06,17.61,3.1,0.3,0.6,19,26,312,16.6,60
2024-06-21T01:30,12.72,23.33,102.1,17.42,3.1,0.3,0.5,20,26,317,16.4,61
2024-06-21T02:00,12.26,23.25,102.12,17.44,2.8,0.2,0.4,18,23,317,16.2,62
2024-06-21T02:30,12.04,23.05,102.13,17.32,2.9,0.2,0.4,13,17,317,15.7,65
2024-06-21T03:00,11.83,23.17,102.13,17.45,2.7,0.2,0.3,15,20,316,16.2,61
2024-06-21T03:30,11.95,23.14,102.14,17.41,2.9,0.2,0.3,16,19,298,15.7,64
2024-06-21T04:00,12.38,23.29,102.13,17.45,2.8,0.1,0.2,16,20,300,15,67
2024-06-21T04:30,12.26,23.57,102.11,17.69,3.2,0.1,0.4,16,20,300,14.9,68
2024-06-21T05:00,12.14,23.64,102.1,17.76,3,0.1,0.2,17,20,305,15.4,64
2024-06-21T05:30,12.28,23.61,102.11,17.72,3,0.1,0.1,18,23,299,14.4,69
2024-06-21T06:00,12.28,23.62,102.1,17.72,2.7,0.1,0.1,15,17,302,14.6,69
2024-06-21T06:30,11.99,23.58,102.1,17.74,3,0.1,0.2,19,21,294,14.8,68
2024-06-21T07:00,11.91,23.64,102.1,17.8,3.4,0.2,0.4,22,26,291,15.5,63
2024-06-21T07:30,11.82,23.71,102.12,17.87,3.1,0.2,0.5,26,30,299,15.2,63
2024-06-21T08:00,11.85,23.72,102.13,17.87,2.9,0.1,0.3,22,26,301,14.4,68
2024-06-21T08:30,11.84,23.72,102.15,17.87,3.1,0.1,0.5,24,29,311,15.2,63
2024-06-21T09:00,11.83,23.7,102.22,17.86,2.8,0.1,0.3,18,22,314,14.7,65
2024-06-21T09:30,11.86,23.47,102.229996,17.68,2.8,0.1,0.2,13,15,303,14.6,64
2024-06-21T10:00,11.82,23.43,102.25,17.65,0,0,0,7,9,264,14.4,65
2024-06-21T10:30,11.83,23.52,102.29,17.72,0,0,0,12,14,219,14.3,64
2024-06-21T11:00,11.85,23.49,102.3,17.69,3.1,0.1,0.2,12,15,216,14.1,67
2024-06-21T11:30,11.89,23.43,102.3,17.64,2.8,0.1,0.3,13,17,243,14.2,68
2024-06-21T12:00,11.93,23.38,102.31,17.59,3,0.1,0.2,14,17,244,13.8,72
2024-06-21T12:30,12.05,23.07,102.3,17.34,2.9,0.1,0.2,16,19,251,14.7,65
2024-06-21T13:00,12.28,22.85,102.28,17.13,2.5,0.1,0.1,15,17,214,13.8,72
2024-06-21T13:30,12.16,23.07,102.28,17.32,2.8,0.1,0.3,18,22,230,14.1,69
2024-06-21T14:00,12.19,23.12,102.259995,17.35,2.9,0.1,0.2,19,24,233,14.3,68
2024-06-21T14:30,12.13,23.29,102.240005,17.49,2.9,0.1,0.2,19,23,236,14.4,67
2024-06-21T15:00,12.26,23.14,102.22,17.35,2.9,0.1,0.2,20,25,219,14.4,68
2024-06-21T15:30,12.81,22.27,102.2,16.59,3.2,0.2,0.5,21,29,215,14.5,68
2024-06-21T16:00,12.09,21.76,102.18,16.32,3.7,0.2,0.3,22,29,213,14.9,64
2024-06-21T16:30,14.06,21.6,102.15,15.84,3.4,0.3,0.5,25,35,218,15.8,62
2024-06-21T17:00,14.78,21.79,102.14,15.86,3.1,0.2,0.6,15,23,255,16.4,64
2024-06-21T17:30,14.96,21.78,102.1,15.81,2.9,0.3,0.7,15,24,245,16.4,66
2024-06-21T18:00,14.57,0.05,102,-0.79,13.7,0.6,0.7,6,19,269,20.1,47
2024-06-21T18:30,14.77,0.05,101.97,-0.82,0,0,0,6,16,190,22.2,37
2024-06-21T19:00,16.1,0.06,101.92,-1.03,0,0,0,5,17,270,22,38
2024-06-21T19:30,19.27,0.05,101.9,-1.61,0,0,0,8,24,170,22,37
2024-06-21T20:00,19.82,0.06,101.88,-1.71,0,0,0,7,17,182,22,36
2024-06-21T20:30,20.35,0.06,101.83,-1.82,0,0,0,7,19,161,22.7,33
2024-06-21T21:00,20.6,0.06,101.81,-1.88,0,0,0,6,14,135,23,34
2024-06-21T21:30,20.97,0.06,101.78,-1.95,0,0,0,5,16,146,22.5,34
2024-06-21T22:00,21.3,0.06,101.75,-2.03,0,0,0,6,14,143,22.8,31
2024-06-21T22:30,21.74,0.05,101.72,-2.13,0,0,0,4,10,186,22.4,36
2024-06-21T23:00,21.97,0.06,101.68,-2.18,0,0,0,4,10,200,22.4,35
2024-06-21T23:30,21.37,0.05,101.659996,-2.04,0,0,0,3,5,220,21,46
2024-06-22T00:00,20.81,0.05,101.67,-1.92,0,0,0,5,11,155,21.4,49
2024-06-22T00:30,20.05,0.05,101.65,-1.77,0,0,0,4,8,191,19.5,48
2024-06-22T01:00,19.63,0.05,101.65,-1.68,0,0,0,3,8,124,18.8,51
2024-06-22T01:30,19.57,0.05,101.659996,-1.67,0,0,0,6,12,164,19.7,42
2024-06-22T02:00,19.6,0.05,101.65,-1.68,0,0,0,6,13,185,20.1,41
2024-06-22T02:30,19.55,0.05,101.63,-1.66,0,0,0,8,14,183,19.9,41
2024-06-22T03:00,19.52,0.05,101.61,-1.66,0,0,0,8,19,169,19.9,42
2024-06-22T03:30,19.32,0.05,101.6,-1.62,0,0,0,6,15,192,19.6,44
2024-06-22T04:00,19.3,0.05,101.6,-1.62,0,0,0,6,14,181,19.6,44
2024-06-22T04:30,19.23,0.05,101.61,-1.6,0,0,0,7,16,156,19.4,44
2024-06-22T05:00,18.45,0.04,101.740005,-1.45,0,0,0,9,16,4,17.2,60
2024-06-22T05:30,17.16,0.04,101.75,-1.22,0,0,0,4,12,173,15.5,70
2024-06-22T06:00,16.5,0.04,101.7,-1.11,0,0,0,4,10,198,15.3,67
2024-06-22T06:30,16.12,0.04,101.72,-1.04,0,0,0,6,11,180,15.1,69
2024-06-22T07:00,16.08,0.04,101.7,-1.04,0,0,0,5,12,186,15.4,66
2024-06-22T07:30,15.85,0.04,101.71,-1,0,0,0,5,8,194,15.1,68
2024-06-22T08:00,15.67,0.04,101.64,-0.97,0,0,0,4,9,148,14.9,68
2024-06-22T08:30,15.31,0.04,101.63,-0.92,0,0,0,4,11,142,14.3,71
2024-06-22T09:00,15.02,0.04,101.58,-0.88,0,0,0,5,12,142,14.1,70
2024-06-22T09:30,15.01,0.03,101.56,-0.87,0,0,0,4,10,176,14.5,68
2024-06-22T10:00,15.3,0.03,101.56,-0.92,0,0,0,4,9,148,15.1,66
2024-06-22T10:30,15.65,0.03,101.55,-0.97,0,0,0,4,12,121,15.9,66
2024-06-22T11:00,16.02,0.03,101.55,-1.03,0,0,0,3,6,206,16.4,68
2024-06-22T11:30,16.39,0.03,101.55,-1.09,0,0,0,3,7,74,16.9,65
2024-06-22T12:00,16.74,0.03,101.55,-1.15,0,0,0,3,5,311,16.9,69
2024-06-22T12:30,16.49,0.03,101.590004,-1.11,0,0,0,4,10,296,16.3,70
2024-06-22T13:00,16.41,0.03,101.58,-1.1,0,0,0,3,7,148,16.1,70
2024-06-22T13:30,16.47,0.03,101.6,-1.11,0,0,0,4,8,342,16.3,70
2024-06-22T14:00,17.11,0.03,101.54,-1.22,0,0,0,5,14,192,17.7,66
2024-06-22T14:30,18.06,0.03,101.509995,-1.39,0,0,0,5,15,161,19.8,59
2024-06-22T15:00,18.45,0.03,101.490005,-1.46,0,0,0,4,13,78,19.4,54
2024-06-22T15:30,18.63,0.03,101.490005,-1.5,0,0,0,4,14,171,18.8,58
2024-06-22T16:00,18.94,0.03,101.47,-1.56,0,0,0,4,12,325,19.6,56
2024-06-22T16:30,19.13,0.03,101.44,-1.6,0,0,0,3,7,360,19.6,54
2024-06-22T17:00,19.58,0.03,101.39,-1.69,0,0,0,3,11,58,20.3,54
2024-06-22T17:30,20.03,0.03,101.33,-1.78,0,0,0,2,5,356,20.9,52
2024-06-22T18:00,20.14,0.03,101.32,-1.8,0,0,0,3,7,334,19,60
2024-06-22T18:30,20.41,0.03,101.29,-1.86,0,0,0,3,9,194,20.7,52
2024-06-22T19:00,20.51,0.03,101.28,-1.88,0,0,0,3,11,90,20.3,55
2024-06-22T19:30,20.73,0.03,101.25,-1.93,0,0,0,4,11,97,20.1,57
2024-06-22T20:00,20.79,0.03,101.229996,-1.94,0,0,0,6,14,54,20.6,53
2024-06-22T20:30,21.18,0.03,101.19,-2.02,0,0,0,3,6,243,22.1,49
2024-06-22T21:00,21.59,0.03,101.17,-2.11,0,0,0,2,5,82,22.6,45
2024-06-22T21:30,21.9,0.03,101.15,-2.18,0,0,0,2,7,228,22.9,45
2024-06-22T22:00,22.04,0.03,101.13,-2.22,0,0,0,2,4,246,22.9,48
2024-06-22T22:30,22.61,0.03,101.1,-2.35,0,0,0,3,5,345,23.7,49
2024-06-22T23:00,23.05,0.03,101.11,-2.45,0,0,0,1,3,59,23.2,54
2024-06-22T23:30,23.64,0.03,101.1,-2.59,0,0,0,2,8,155,23.7,43
2024-06-23T00:00,23.19,0.03,101.1,-2.49,0,0,0,3,7,208,22.9,49
2024-06-23T00:30,22.89,0.03,101.090004,-2.42,0,0,0,3,6,198,22.7,46
2024-06-23T01:00,22.58,0.03,101.07,-2.34,0,0,0,3,8,153,21.8,50
2024-06-23T01:30,22.03,0.03,101.090004,-2.22,0,0,0,3,11,122,20.6,54
2024-06-23T02:00,21.24,0.02,101.08,-2.04,0,0,0,4,13,126,20,56
2024-06-23T02:30,21.17,0.02,101.06,-2.03,0,0,0,4,12,125,20.5,54
2024-06-23T03:00,20.61,0.02,101.04,-1.9,0,0,0,5,10,137,19.5,58
2024-06-23T03:30,20.38,0.02,101.020004,-1.86,0,0,0,3,8,96,19.5,57
2024-06-23T04:00,20.05,0.02,100.990005,-1.79,0,0,0,5,11,153,19.1,59
2024-06-23T04:30,19.8,0.02,101,-1.74,0,0,0,5,11,146,18.8,59
2024-06-23T05:00,19.54,0.02,101,-1.68,0,0,0,3,6,178,18.4,61
2024-06-23T05:30,19.08,0.02,100.979996,-1.59,0,0,0,2,5,120,17.6,69
2024-06-23T06:00,18.65,0.02,100.95,-1.51,0,0,0,2,3,215,16.5,75
2024-06-23T06:30,18.09,0.02,100.92,-1.4,0,0,0,1,3,183,16,72
2024-06-23T07:00,17.73,0.02,100.9,-1.34,0,0,0,1,4,80,15.9,72
2024-06-23T07:30,17.57,0.02,100.88,-1.31,0,0,0,3,10,135,16.2,71
2024-06-23T08:00,17.56,0.02,100.88,-1.31,0,0,0,2,5,285,16.7,70
2024-06-23T08:30,17.49,0.02,100.86,-1.29,0,0,0,5,12,139,16.6,70
2024-06-23T09:00,17.58,0.02,100.85,-1.31,0,0,0,5,15,124,17.1,68
